artist;song;duration_ms;year;tempo;genre;energy;key;loudness
Kardinal Offishall;Dangerous;246053;2008;117.002;hip hop, pop, R&B;0.79;8;-5.957
Avicii;Waiting For Love;230613;2015;127.999;pop, Dance/Electronic;0.736;6;-3.863
Rihanna;Man Down;267000;2010;155.788;hip hop, pop, R&B;0.904;0;-4.024
Kesha;TiK ToK;199693;2010;120.028;pop, Dance/Electronic;0.837;2;-2.718
Elliott Yamin;Wait for You;261320;2007;116.027;set();0.487;0;-6.734
The Fratellis;Chelsea Dagger;215306;2006;154.514;rock;0.815;7;-3.14
Tom Walker;Leave a Light On;185863;2017;68.976;rock, pop;0.624;5;-5.946
Sugababes;Hole In The Head;218173;2003;125.011;pop, R&B;0.933;6;-4.629
Creed;One Last Breath - Radio Version;242000;2015;130.581;pop, rock, metal;0.725;2;-6.094
Ellie Goulding;On My Mind;213445;2015;154.943;pop, rock, Dance/Electronic;0.688;2;-6.607
Cheryl;Fight For This Love;223253;2009;122.988;pop, Dance/Electronic;0.741;7;-5.873
Galantis;No Money;189126;2016;126.01;pop, Dance/Electronic;0.916;6;-4.014
Nelly;Air Force Ones;304000;2002;164.062;hip hop, pop, R&B;0.459;4;-9.74
The Veronicas;Untouched;255360;2005;177.008;pop, Dance/Electronic;0.783;6;-4.893
The Lumineers;Ophelia;160097;2016;76.026;pop, Folk/Acoustic;0.576;5;-6.429
Lana Del Rey;Lust for Life (with The Weeknd);264011;2017;99.979;pop;0.676;0;-8.618
Lana Del Rey;Summertime Sadness (Lana Del Rey Vs. Cedric Gervais) - Cedric Gervais Remix;214912;2013;126.052;pop;0.81;1;-5.791
Enya;Only Time;218546;2000;82.803;World/Traditional, Folk/Acoustic;0.249;3;-13.744
Amy Winehouse;Rehab;214946;2006;71.815;R&B;0.558;0;-13.609
OneRepublic;Secrets;224693;2009;148.021;pop;0.764;2;-6.223
Sting;Desert Rose;285960;1999;111.989;rock, pop;0.659;0;-7.92
Soulja Boy;Kiss Me Thru The Phone;193386;2008;149.998;hip hop, pop;0.712;7;-3.781
The Kooks;Naive;203506;2006;100.304;rock;0.808;8;-6.209
David Guetta;Bang My Head (feat. Sia & Fetty Wap);193333;2015;108.061;hip hop, pop, Dance/Electronic;0.869;0;-3.697
Zara Larsson;Never Forget You;213427;2017;145.992;pop, Dance/Electronic;0.732;11;-5.728
Keri Hilson;Pretty Girl Rock;243920;2010;160.014;pop, R&B;0.87;11;-5.004
Alesso;Years - ラジオ・エディット;195480;2012;128.008;pop, Dance/Electronic;0.823;2;-6.245
Tinchy Stryder;Number 1;212773;2009;114.912;pop, Dance/Electronic;0.824;0;-3.912
Mariah Carey;Loverboy;229173;2001;103.141;pop, R&B;0.79;1;-4.125
Girls Aloud;Something Kinda Ooooh;201590;2012;131.925;pop, Dance/Electronic;0.908;11;-3.918
Ne-Yo;Mad;254533;2008;129.94;pop, R&B;0.644;0;-5.348
Iyaz;Replay;182306;2009;91.031;hip hop, pop;0.751;9;-6.323
Junior Senior;Move Your Feet;181826;2002;118.877;pop;0.904;9;-2.623
Daniel Powter;Bad Day;233640;2005;140.046;pop;0.785;3;-4.013
Destiny's Child;Independent Women, Pt. 1;221133;2001;97.954;pop, R&B;0.602;6;-3.782
James Blunt;You're Beautiful;209493;2005;81.998;pop;0.479;0;-9.87
JAY-Z;Empire State Of Mind;276920;2009;173.585;hip hop;0.956;11;-1.538
Sean Paul;We Be Burnin';213066;2005;117.0;hip hop, pop;0.803;1;-4.195
Chris Brown;Deuces (feat. Tyga & Kevin McCall);276560;2011;73.987;hip hop, pop, R&B;0.736;1;-5.109
Nickelback;Gotta Be Somebody;252653;2008;115.998;rock, metal;0.89;0;-5.222
Blu Cantrell;Hit 'Em Up Style (Oops!);250706;2001;89.976;pop, R&B;0.773;5;-4.983
Calvin Harris;I Need Your Love (feat. Ellie Goulding);234506;2012;124.989;hip hop, pop, Dance/Electronic;0.869;8;-5.066
Madonna;Music;225973;2000;119.854;pop;0.802;7;-8.527
Rihanna;Unfaithful;226973;2006;144.069;hip hop, pop, R&B;0.391;0;-8.607
Ariana Grande;God is a woman;197546;2018;145.031;pop;0.658;1;-5.934
Franz Ferdinand;Do You Want To;215000;2005;123.091;rock;0.944;0;-2.896
Katy Perry;Hot N Cold;220226;2008;132.032;pop;0.841;7;-3.956
Bastille;Pompeii;214147;2013;127.435;pop, rock;0.715;9;-6.383
Selena Gomez;Good For You;221560;2015;88.928;pop;0.676;5;-6.447
Fedde Le Grand;Put Your Hands Up for Detroit - Radio Edit;150533;2015;127.919;pop, Dance/Electronic;0.923;7;-4.525
6ix9ine;FEFE;179404;2018;125.978;hip hop;0.387;1;-9.127
Orson;No Tomorrow;167493;2006;124.082;pop;0.624;3;-4.623
Ronan Keating;Lovin' Each Day;212973;2000;106.676;pop, rock;0.899;1;-6.261
Nelly Furtado;Maneater;258893;2006;132.722;hip hop, pop, latin;0.777;6;-4.81
B Young;Jumanji;173153;2018;95.948;hip hop, Dance/Electronic;0.473;10;-9.86
Jonas Blue;Fast Car;212424;2015;113.901;pop, Dance/Electronic;0.587;9;-6.983
The-Dream;Rockin' That Shit;221920;2009;78.005;hip hop, pop, R&B;0.62;8;-4.865
Destiny's Child;Lose My Breath;242013;2004;119.011;pop, R&B;0.899;1;-5.958
David Guetta;Lovers on the Sun (feat. Sam Martin);203520;2014;124.915;hip hop, pop, Dance/Electronic;0.891;6;-2.505
Ellie Goulding;Burn;231211;2014;87.016;pop, rock, Dance/Electronic;0.777;1;-5.031
The Band Perry;If I Die Young;222773;2010;130.739;country;0.497;4;-6.611
MiMS;This Is Why I'm Hot;253706;2007;80.021;hip hop, pop;0.6;8;-6.349
Adele;Skyfall;286480;2012;75.881;pop, R&B;0.552;0;-6.864
Nicki Minaj;Pound The Alarm;205640;2012;125.055;hip hop, pop;0.858;9;-3.686
Craig David;Don't Love You No More (I'm Sorry);243986;2005;100.113;hip hop, pop, R&B;0.558;7;-7.076
Selena Gomez;Wolves;197993;2017;124.987;pop;0.804;11;-4.614
OneRepublic;All The Right Moves;238000;2009;146.024;pop;0.948;0;-3.527
Kelly Rowland;Motivation;230560;2011;140.889;hip hop, pop, R&B;0.672;9;-5.589
Waka Flocka Flame;No Hands (feat. Roscoe Dash & Wale);263773;2010;131.497;hip hop, pop;0.595;1;-6.366
Imagine Dragons;Demons;177506;2012;89.938;rock;0.71;3;-3.015
Missy Elliott;Work It;263226;2002;101.868;hip hop, pop, R&B;0.677;1;-5.603
Outkast;Ms. Jackson;270506;2000;94.948;hip hop, pop;0.806;4;-5.946
Basshunter;Now You're Gone - Video Edit;148186;2008;147.99;pop;0.976;1;-5.503
Eminem;Sing For The Moment;339546;2002;163.961;hip hop;0.824;5;-4.164
Lily Allen;Smile;196893;2006;95.506;pop;0.639;5;-5.938
DJ Ötzi;Hey Baby (Radio Mix);219240;2010;135.099;pop, easy listening, Dance/Electronic;0.968;10;-3.196
The Pussycat Dolls;Beep;229360;2005;103.7;pop, R&B;0.735;7;-6.382
Gorillaz;Feel Good Inc.;222640;2005;138.559;hip hop;0.705;6;-6.679
Katie Melua;Nine Million Bicycles;197160;2005;82.168;pop, easy listening, jazz;0.247;0;-15.636
Jax Jones;Breathe;207629;2017;125.985;hip hop, pop, Dance/Electronic;0.744;11;-5.52
Cascada;Evacuate The Dancefloor;207200;2009;127.029;hip hop, pop, Dance/Electronic;0.702;0;-5.87
Miley Cyrus;Wrecking Ball;221360;2013;119.964;pop;0.422;5;-6.262
Britney Spears;Till the World Ends;237946;2011;131.951;pop;0.705;8;-5.747
Ed Sheeran;Perfect;263400;2017;95.05;pop;0.448;8;-6.312
Fabolous;Throw It In The Bag;231573;2009;172.049;hip hop, pop, R&B;0.55;11;-7.423
Maggie Lindemann;Pretty Girl - Cheat Codes X CADE Remix;193613;2017;121.03;rock, pop;0.868;7;-4.661
LMFAO;Sexy And I Know It;199480;2011;130.021;hip hop, pop, Dance/Electronic;0.861;7;-4.225
Jason Derulo;Wiggle (feat. Snoop Dogg);193295;2013;81.946;hip hop, pop;0.621;9;-6.886
Lil' Flip;Sunshine (feat. Lea);225173;2004;93.961;hip hop, pop;0.387;0;-9.867
Baby Bash;Suga Suga;239026;2003;82.331;hip hop, pop, R&B, latin;0.748;5;-3.041
21 Savage;Bank Account;220306;2017;75.016;hip hop;0.347;8;-8.227
Chris Brown;Beautiful People;225881;2019;127.898;hip hop, pop, R&B;0.775;5;-6.366
Clean Bandit;Tears (feat. Louisa Johnson);225914;2016;130.037;pop, Dance/Electronic;0.77;5;-3.645
Martin Garrix;Scared to Be Lonely;220883;2017;137.972;pop, Dance/Electronic;0.54;1;-7.786
My Chemical Romance;Welcome to the Black Parade;311106;2006;96.95;rock;0.905;2;-4.103
Sam Smith;Like I Can;167065;2014;99.933;pop;0.627;7;-6.627
Jason Derulo;Swalla (feat. Nicki Minaj & Ty Dolla $ign);216408;2017;98.064;hip hop, pop;0.817;1;-3.862
Jennifer Lopez;Play;211493;2001;104.719;hip hop, pop, R&B;0.729;1;-4.229
Sam Smith;Money On My Mind;192670;2014;133.912;pop;0.841;2;-5.217
Otto Knows;Million Voices - Radio Edit;192866;2012;125.946;pop, Dance/Electronic;0.894;8;-6.298
Amerie;1 Thing;238746;2008;125.085;hip hop, pop, R&B;0.946;10;-4.683
Geri Halliwell;It's Raining Men;254640;2001;136.482;pop;0.929;5;-6.03
Axwell /\ Ingrosso;More Than You Know;203000;2017;123.07;pop, Dance/Electronic;0.741;5;-4.989
Tiësto;Jackie Chan;215759;2018;128.005;pop, Dance/Electronic;0.834;3;-2.867
Fall Out Boy;My Songs Know What You Did In The Dark (Light Em Up);186826;2013;151.99;rock;0.924;9;-4.341
Adele;Hello;295502;2015;157.98;pop, R&B;0.431;5;-6.129
Kiesza;Hideaway;251986;2014;122.993;pop, Dance/Electronic;0.72;7;-4.135
Kelis;Trick Me;206106;2003;107.17;pop, R&B, Dance/Electronic;0.72;1;-3.347
Professor Green;Read All About It;235735;2011;100.963;Dance/Electronic;0.752;11;-5.522
Mark Ronson;Uptown Funk (feat. Bruno Mars);269666;2015;114.988;pop;0.609;0;-7.223
Backstreet Boys;Incomplete;239586;2005;133.631;pop;0.589;4;-4.834
Britney Spears;Work B**ch;247853;2013;128.012;pop;0.816;9;-6.535
Coldplay;Viva La Vida;242373;2008;138.015;rock, pop;0.617;5;-7.115
Chase & Status;Blind Faith;233666;2011;140.042;Dance/Electronic;0.846;9;-4.712
Bruno Mars;It Will Rain;257720;2011;150.017;pop;0.835;2;-6.826
Manic Street Preachers;Your Love Alone Is Not Enough (feat. Nina Persson);235693;2007;126.766;rock, pop;0.921;2;-3.049
Christina Aguilera;Candyman;194213;2006;172.976;pop;0.789;8;-4.713
The Game;How We Do;235533;2005;98.012;hip hop, pop;0.648;4;-7.401
Drake;Take Care;277386;2011;121.845;hip hop, pop, R&B;0.515;0;-10.358
3 Doors Down;It's Not My Time;241960;2008;127.962;pop, rock, metal;0.934;0;-4.808
Billie Eilish;Bored;180933;2017;119.959;pop, Dance/Electronic;0.318;7;-12.695
P!nk;Stupid Girls;197173;2006;100.04;pop;0.886;4;-5.045
The Band Perry;If I Die Young;222773;2010;130.739;country;0.497;4;-6.611
Ariana Grande;break up with your girlfriend, i'm bored;190440;2019;169.999;pop;0.554;5;-5.29
Bruno Mars;When I Was Your Man;213826;2012;72.795;pop;0.28;0;-8.648
Girls Aloud;Jump;220360;2003;134.465;pop, Dance/Electronic;0.826;8;-6.031
Lady Gaga;Shallow;215733;2018;95.799;pop;0.385;7;-6.362
The Weeknd;The Hills;242253;2015;113.003;pop, R&B;0.564;0;-7.063
Petey Pablo;Freek-A-Leek;235186;2003;104.917;hip hop, pop;0.697;2;-3.716
No Doubt;It's My Life;226053;2003;126.326;rock, pop;0.735;8;-5.074
Cassie;Me & U;192213;2006;99.99;pop, R&B;0.454;8;-4.802
Evanescence;Bring Me To Life;235893;2003;94.612;metal;0.943;4;-3.188
James Morrison;Broken Strings;250453;2008;111.91;pop, R&B;0.717;1;-4.914
will.i.am;#thatPOWER;279506;2013;127.999;hip hop, pop;0.608;6;-6.096
Ed Sheeran;Shape of You;233712;2017;95.977;pop;0.652;1;-3.183
September;Cry for You;209800;2007;130.018;pop, Dance/Electronic;0.881;9;-3.988
Mary J. Blige;Be Without You - Kendu Mix;246333;2005;146.559;pop, R&B;0.7;2;-5.881
Keyshia Cole;Last Night;255706;2007;121.006;hip hop, pop, R&B;0.857;3;-5.032
Madonna;4 Minutes (feat. Justin Timberlake & Timbaland);189693;2009;113.029;pop;0.931;2;-4.922
Drake;One Dance;173986;2016;103.967;hip hop, pop, R&B;0.625;1;-5.609
Backstreet Boys;Show Me the Meaning of Being Lonely;234960;1999;167.998;pop;0.625;6;-5.088
Maroon 5;One More Night;219546;2012;92.997;pop;0.821;5;-3.435
Tyler, The Creator;EARFQUAKE;190066;2019;79.635;hip hop;0.498;9;-8.866
Katy Perry;Part Of Me;216160;2012;130.028;pop;0.918;5;-4.63
Shawn Mendes;Stitches;206880;2015;149.882;pop;0.754;1;-6.684
Dean Lewis;Be Alright;196373;2018;126.684;pop;0.586;11;-6.319
Paramore;Misery Business;211520;2007;172.977;pop, rock;0.906;1;-3.677
T-Pain;Bartender (feat. Akon);238800;2007;104.987;hip hop, pop, R&B;0.394;8;-8.539
Dido;Thank You;218360;1999;79.984;pop;0.583;1;-9.942
Jonas Blue;Rise;194407;2018;106.046;pop, Dance/Electronic;0.785;1;-4.65
Trey Songz;Say Aah (feat. Fabolous);207546;2009;93.01;hip hop, pop, R&B;0.87;1;-3.614
Britney Spears;My Prerogative;213893;2004;111.014;pop;0.938;10;-4.423
Justin Timberlake;SexyBack (feat. Timbaland);242733;2006;117.0;pop;0.583;7;-5.562
Camille Jones;The Creeps - Fedde Le Grand Radio Mix;152333;2006;127.894;set();0.861;6;-6.632
Westlife;My Love;231760;2000;144.142;pop;0.593;0;-5.975
*NSYNC;Girlfriend;253600;2001;93.967;pop;0.807;0;-5.191
Migos;MotorSport;303076;2018;137.996;hip hop, pop;0.518;2;-5.32
James Morrison;You Give Me Something;213173;2006;79.753;pop, R&B;0.688;7;-6.496
Charlie Puth;Done for Me (feat. Kehlani);180493;2018;112.009;pop;0.632;6;-3.692
Ciara;Oh (feat. Ludacris);256346;2004;128.29;pop, R&B;0.496;7;-7.135
Sean Kingston;Eenie Meenie;201946;2010;121.223;hip hop, pop, R&B;0.607;1;-4.168
Nas;I Can;253720;2002;95.313;hip hop;0.885;6;-3.914
Shakira;Whenever, Wherever;196160;2001;107.657;pop, latin;0.832;1;-4.862
M.I.A.;Paper Planes;205200;2007;172.247;pop, rock;0.848;2;-6.175
Carrie Underwood;Before He Cheats;199946;2005;147.905;pop, country;0.749;6;-3.318
Eric Prydz;Proper Education - Radio Edit;198567;2007;124.938;pop, Dance/Electronic;0.937;0;-4.543
The Streets;Fit but You Know It;254266;2004;172.302;hip hop, Dance/Electronic;0.844;6;-1.729
Alicia Keys;Karma;256000;2003;85.098;pop, R&B;0.736;10;-6.203
Desiigner;Panda;246761;2016;144.833;hip hop, pop;0.766;10;-4.943
Avril Lavigne;Complicated;244506;2002;77.987;pop;0.776;5;-5.898
MKTO;Classic;175426;2012;102.071;hip hop, pop;0.791;1;-4.689
Lady Gaga;Paparazzi;208306;2008;114.906;pop;0.692;5;-3.973
Duffy;Mercy;219920;2008;129.911;pop, R&B;0.859;0;-3.774
Astrid S;Hurts So Good;208728;2016;120.036;rock, pop, Dance/Electronic;0.589;7;-5.008
Chris Brown;Kiss Kiss (feat. T-Pain);250666;2007;140.043;hip hop, pop, R&B;0.658;10;-3.386
Tweet;Oops (Oh My) [feat. Missy Elliott];237800;2002;159.963;hip hop, pop, R&B;0.536;10;-8.786
Razorlight;In The Morning;222453;2006;124.191;rock, pop;0.855;4;-3.495
Joe;Stutter (feat. Mystikal) - Double Take Remix;213026;2000;89.989;pop, R&B;0.759;6;-6.516
Wiz Khalifa;See You Again (feat. Charlie Puth);229525;2015;80.025;hip hop, pop;0.481;10;-7.503
J Balvin;Mi Gente;189029;2017;104.237;latin;0.701;11;-4.862
Fergie;Clumsy;240426;2006;184.009;pop, R&B;0.563;2;-4.046
MNEK;Never Forget You;213427;2015;145.992;Dance/Electronic;0.732;11;-5.728
Lauv;i'm so tired...;162582;2019;102.211;pop, Dance/Electronic;0.733;11;-7.058
Steps;It's the Way You Make Me Feel;197360;2000;105.006;pop, Dance/Electronic;0.665;8;-5.081
Macklemore & Ryan Lewis;Thrift Shop (feat. Wanz);235613;2012;94.992;hip hop, pop;0.526;6;-6.985
Joel Corry;Sorry;188640;2019;125.002;pop, Dance/Electronic;0.79;8;-4.617
Mustard;Pure Water (with Migos);192470;2019;202.015;hip hop, pop;0.559;0;-5.545
Destiny's Child;Cater 2 U;245400;2004;125.802;pop, R&B;0.584;11;-7.043
Rag'n'Bone Man;Skin;239626;2017;170.661;R&B;0.745;0;-7.733
Lil Nas X;Old Town Road;113000;2019;135.998;hip hop, pop;0.53;1;-6.112
G-Eazy;Me, Myself & I;251466;2015;111.995;hip hop, pop;0.674;0;-6.518
Nelly;Grillz;271160;2005;82.996;hip hop, pop, R&B;0.504;4;-7.737
Usher;Pop Ya Collar - Radio Edit;210813;2016;106.957;hip hop, pop, R&B;0.8;5;-3.944
Toni Braxton;He Wasn't Man Enough;261933;2000;88.009;pop, R&B;0.947;11;-1.916
Lucenzo;Danza Kuduro (feat. Don Omar);213986;2011;130.003;latin;0.942;7;-6.365
Flo Rida;Whistle;224653;2012;103.976;hip hop, pop;0.937;0;-5.746
Olly Murs;Troublemaker (feat. Flo Rida);185586;2012;106.008;pop, Dance/Electronic;0.863;0;-3.689
DJ Casper;Cha Cha Slide - Hardino Mix;222146;2004;131.012;set();0.911;11;-6.722
Tones And I;Dance Monkey;209438;2019;98.027;pop;0.588;6;-6.4
Rae Sremmurd;Swang;208120;2016;139.992;hip hop, pop;0.314;8;-9.319
Ellie Goulding;"Love Me Like You Do - From ""Fifty Shades Of Grey""";252534;2015;189.857;pop, rock, Dance/Electronic;0.606;8;-6.646
Sam Smith;Too Good At Goodbyes;201000;2017;91.873;pop;0.372;5;-8.237
Future;Low Life (feat. The Weeknd);313546;2016;143.961;hip hop, pop;0.331;8;-7.789
Madonna;Die Another Day;276360;2003;123.993;pop;0.797;0;-5.166
Zara Larsson;I Would Like;226720;2017;121.028;pop, Dance/Electronic;0.713;2;-3.949
Jennifer Lopez;I'm Gonna Be Alright (feat. Nas);172240;2002;93.401;hip hop, pop, R&B;0.69;10;-4.382
One Direction;Drag Me Down;192120;2015;138.113;pop;0.703;0;-5.672
Kelly Rowland;Stole;249293;2002;79.993;hip hop, pop, R&B;0.718;7;-4.984
Fitz and The Tantrums;HandClap;193253;2016;139.956;pop, rock;0.836;8;-3.004
Edward Maya;Stereo Love - Radio Edit;184573;2010;127.041;pop;0.783;1;-3.896
Plies;Hypnotized (feat. Akon);188493;2007;116.59;hip hop, pop, R&B;0.571;10;-7.421
Creed;Higher;316733;1999;155.827;pop, rock, metal;0.83;2;-6.254
Calvin Harris;This Is What You Came For (feat. Rihanna);222160;2016;123.962;hip hop, pop, Dance/Electronic;0.927;9;-2.787
French Montana;Unforgettable;233901;2017;97.985;hip hop, pop;0.769;6;-5.043
Katy Perry;The One That Got Away;227333;2012;133.962;pop;0.792;1;-4.023
Dua Lipa;Hotter Than Hell;187957;2017;110.127;pop;0.868;3;-4.23
Cascada;Everytime We Touch - Radio Edit;199120;2011;142.019;hip hop, pop, Dance/Electronic;0.977;8;-5.369
Enrique Iglesias;Bailando - Spanish Version;243386;2014;90.949;pop, latin;0.792;7;-3.519
Calvin Harris;We'll Be Coming Back (feat. Example);234360;2012;127.945;hip hop, pop, Dance/Electronic;0.952;7;-4.364
David Guetta;Bad (feat. Vassy) - Radio Edit;170625;2014;127.966;hip hop, pop, Dance/Electronic;0.972;5;-3.927
Robin Thicke;Blurred Lines;263053;2013;120.0;pop, R&B;0.504;7;-7.707
Drake;In My Feelings;217925;2018;91.03;hip hop, pop, R&B;0.626;1;-5.833
Jessie J;Price Tag;223053;2011;175.015;hip hop, pop;0.831;5;-3.945
Coldplay;Every Teardrop Is a Waterfall;240796;2011;117.98;rock, pop;0.732;9;-6.883
Avril Lavigne;Don't Tell Me;202013;2004;144.106;pop;0.795;4;-2.92
Maroon 5;Girls Like You (feat. Cardi B) - Cardi B Version;235545;2018;124.959;pop;0.541;0;-6.825
Flo Rida;GDFR (feat. Sage the Gemini & Lookas);190185;2015;145.889;hip hop, pop;0.827;5;-4.036
Gavin DeGraw;In Love With a Girl;206000;2008;161.905;pop, Folk/Acoustic;0.906;3;-4.8
Beyoncé;Best Thing I Never Had;253746;2011;99.099;pop, R&B;0.649;6;-4.062
Blue;If You Come Back;207560;2001;78.375;pop;0.707;10;-4.487
David Guetta;Titanium (feat. Sia);245040;2012;126.062;hip hop, pop, Dance/Electronic;0.787;0;-3.674
Fat Joe;Make It Rain;247413;2006;149.28;hip hop, pop;0.697;11;-5.063
Mystikal;Shake Ya Ass;256973;2000;98.054;hip hop, pop;0.607;7;-5.658
Natalie La Rose;Somebody;189906;2014;104.99;set();0.52;0;-8.714
Sam Smith;Dancing With A Stranger (with Normani);171029;2019;102.998;pop;0.52;8;-7.513
Example;Kickstarts;181826;2010;126.056;pop, Dance/Electronic;0.836;5;-4.455
Justin Bieber;Boyfriend;171333;2012;96.979;pop;0.55;10;-6.019
Capital Cities;Safe And Sound;192693;2013;117.952;pop;0.783;0;-4.829
girl in red;we fell in love in october;184153;2018;129.959;pop, rock, Dance/Electronic;0.366;7;-12.808
Katy Perry;Teenage Dream;227741;2010;120.011;pop;0.798;10;-4.582
Selena Gomez & The Scene;Naturally;202586;2009;132.612;pop, Dance/Electronic;0.902;10;-5.406
Kesha;We R Who We R;204760;2010;119.95;pop, Dance/Electronic;0.817;8;-4.9
Years & Years;Shine;255506;2015;108.002;pop, Dance/Electronic;0.716;1;-5.21
Basement Jaxx;Romeo;217493;2001;126.853;pop, Dance/Electronic;0.829;2;-4.171
The Game;Hate It Or Love It;206400;2005;99.998;hip hop, pop;0.785;9;-4.781
A Boogie Wit da Hoodie;Drowning (feat. Kodak Black);209269;2017;129.014;hip hop;0.81;5;-5.274
LeAnn Rimes;Can't Fight The Moonlight;215506;2001;97.865;pop, country;0.834;6;-6.341
Travis Scott;SICKO MODE;312820;2018;155.008;hip hop, Dance/Electronic;0.73;8;-3.714
Eric Prydz;Call on Me - Radio Mix;171360;2004;126.342;pop, Dance/Electronic;0.837;10;-6.518
Soulja Boy;Crank That (Soulja Boy);221933;2007;140.141;hip hop, pop;0.74;0;-2.18
Linkin Park;Numb;185586;2003;110.018;rock, metal;0.863;9;-4.153
T.I.;Whatever You Like;249533;2008;150.053;hip hop, pop;0.687;9;-6.162
Russ Millions;Keisha & Becky - Remix;252906;2019;140.969;pop;0.471;6;-9.545
Girls Aloud;Sound Of The Underground;221426;2003;163.944;pop, Dance/Electronic;0.867;11;-5.861
T-Pain;Buy U a Drank (Shawty Snappin') (feat. Yung Joc);227960;2007;80.001;hip hop, pop, R&B;0.55;1;-8.137
Brandy;What About Us?;253200;2002;93.118;hip hop, pop, R&B;0.698;5;-2.942
Red Hot Chili Peppers;Otherside;255373;1999;123.229;rock;0.795;0;-3.265
MK;17;196489;2017;122.029;pop, Dance/Electronic;0.832;0;-7.202
Pitbull;Timber (feat. Ke$ha);204160;2012;129.992;hip hop, pop, latin;0.963;11;-4.087
Charlie Puth;Dangerously;199133;2016;112.291;pop;0.517;2;-8.379
Kid Cudi;Day 'N' Nite (Nightmare);221240;2009;138.018;hip hop;0.443;11;-6.359
Miley Cyrus;See You Again;190453;2007;138.975;pop;0.911;9;-5.098
Charlie Puth;We Don't Talk Anymore (feat. Selena Gomez);217706;2016;100.017;pop;0.563;1;-8.053
Vance Joy;Riptide;204280;2014;101.654;rock, pop;0.731;1;-6.694
Calvin Harris;My Way;219159;2016;119.986;hip hop, pop, Dance/Electronic;0.913;4;-3.06
Lloyd;Get It Shawty;209533;2007;128.014;hip hop, pop, R&B;0.905;5;-4.032
Jay Rock;King's Dead (with Kendrick Lamar, Future & James Blake);229670;2018;137.133;hip hop, pop;0.705;1;-5.008
Justin Bieber;Sorry;200786;2015;99.945;pop;0.76;0;-3.669
Fifth Harmony;Worth It (feat. Kid Ink);224573;2015;99.987;pop;0.765;8;-3.865
Kanye West;Homecoming;203493;2007;86.917;hip hop;0.747;1;-7.059
Chip;Champion (feat. Chris Brown);237293;2011;190.151;hip hop, Dance/Electronic;0.934;6;-2.914
Kendrick Lamar;Swimming Pools (Drank) - Extended Version;313786;2012;74.132;hip hop;0.485;1;-7.745
Lady A;Just A Kiss;218840;2011;142.881;pop, country;0.639;1;-5.826
Alexandra Stan;Mr. Saxobeat;195105;2011;126.976;pop, Dance/Electronic;0.931;11;-4.152
Drake;Over;233560;2010;100.093;hip hop, pop, R&B;0.848;7;-5.611
U2;Sometimes You Can't Make It On Your Own;305080;2004;96.0;World/Traditional, rock;0.597;2;-5.652
Eminem;Not Afraid;248133;2010;114.635;hip hop;0.954;0;-1.19
P!nk;Who Knew;208493;2006;140.004;pop;0.734;9;-4.569
Nickelback;How You Remind Me;223840;2001;172.094;rock, metal;0.764;10;-5.042
Scooter;The Logical Song;234116;2013;144.043;pop, Dance/Electronic;0.933;6;-6.277
U2;Vertigo;193520;2004;140.083;World/Traditional, rock;0.819;9;-3.974
Britney Spears;Me Against the Music (feat. Madonna) - LP Version / Video Mix;223773;2003;120.046;pop;0.836;6;-6.635
Selena Gomez;Same Old Love;229080;2015;98.02;pop;0.593;11;-4.01
Anne-Marie;Ciao Adios;200104;2017;106.083;pop, Dance/Electronic;0.882;4;-3.078
Christina Aguilera;Dirrty (feat. Redman);298853;2002;99.931;pop;0.889;2;-3.073
Stormzy;Vossi Bop;196266;2019;188.115;hip hop, Dance/Electronic;0.653;8;-6.062
J. Holiday;Suffocate - Superclean;220053;2007;82.82;hip hop, pop, R&B, Dance/Electronic;0.445;9;-8.391
Drake;The Motto;181573;2011;201.8;hip hop, pop, R&B;0.442;1;-8.558
Bad Meets Evil;Lighters;303813;2011;90.268;hip hop, pop;0.695;0;-8.327
Cheat Codes;Sex;228361;2016;102.42;pop, Dance/Electronic;0.692;0;-5.825
Arctic Monkeys;I Bet You Look Good On The Dancefloor;173680;2006;103.183;rock;0.948;6;-4.19
Madonna;American Pie;273533;2000;124.036;pop;0.734;5;-7.48
Ne-Yo;Miss Independent;232000;2008;171.812;pop, R&B;0.673;1;-5.714
Lady Gaga;LoveGame;216333;2008;105.024;pop;0.678;6;-5.611
Drake;Started From the Bottom;174120;2013;86.307;hip hop, pop, R&B;0.523;8;-7.829
Kelly Rowland;Work;207920;2010;102.757;hip hop, pop, R&B;0.823;10;-6.351
ZAYN;Dusk Till Dawn (feat. Sia) - Radio Edit;239000;2017;180.042;pop, Dance/Electronic;0.437;11;-6.589
Dizzee Rascal;Holiday;220626;2011;117.985;hip hop, pop, Dance/Electronic;0.918;0;-1.925
Trick Daddy;I'm a Thug;254400;2001;139.976;hip hop, pop;0.561;11;-5.961
Katy Perry;I Kissed A Girl;179640;2008;129.996;pop;0.76;5;-3.173
The Ting Tings;That's Not My Name;310573;2008;145.042;pop, rock, Dance/Electronic;0.901;9;-3.152
JAY-Z;Ni**as In Paris;219333;2011;140.022;hip hop;0.858;1;-5.542
Lykke Li;I Follow Rivers - The Magician Remix;281106;2011;122.019;pop, Dance/Electronic;0.709;9;-5.737
Jennifer Lopez;Dance Again;237266;2012;127.974;hip hop, pop, R&B;0.867;11;-5.242
Ruff Endz;No More;242560;2000;97.004;R&B;0.641;10;-5.669
